,Name,Type,Alias,Rating,Num_Reviews,THC%,Other_Cannabinoids,Main_Effect,Terpene
3722,Blackberry x Blueberry,Indica,NA,4.2,37,THC —,CBD —,Sleepy,
3723,Bubble Mint,Unknown,NA,2.5,2,THC —,CBD —,Tingly,
3724,Margaret Cho-G,Hybrid,aka Margaret Cho-G Kush,4.8,4,THC —,CBD —,Focused,
3725,Spyder Mon,Hybrid,NA,5.0,4,THC —,CBD —,Creative,
3726,River Song,Hybrid,NA,4.8,5,THC 23%,CBD 0%,Focused,Myrcene
3727,Supergirl,Indica,NA,4.4,21,THC 17%,CBD 0%,Happy,Caryophyllene
3728,Serious Kush,Hybrid,NA,5.0,1,THC —,CBD —,Sleepy,
3729,Nor Cal Purps,Hybrid,NA,,,THC —,CBD —,,
3730,Big Sky OG,Hybrid,NA,4.4,18,THC 20%,CBG 2%,Tingly,Myrcene
3731,3rd Coast Panama Chunk,Hybrid,NA,4.5,12,THC —,CBD —,Talkative,
3732,Clementine’s Terpentine,Hybrid,NA,4.5,2,THC —,CBD —,Focused,
3733,Kosher Chem,Hybrid,NA,4.0,1,THC —,CBD —,Focused,
3734,Wabanaki,Sativa,NA,4.8,39,THC —,CBD —,Focused,
3735,Coyote Art,Hybrid,NA,5.0,1,THC —,CBD —,Aroused,
3736,Luca Brasi,Hybrid,NA,5.0,1,THC —,CBD —,,
3737,Extreme Impact Auto,Indica,NA,5.0,1,THC —,CBD —,,
3738,Robert Plant,Sativa,NA,3.8,4,THC —,CBD —,Relaxed,
3739,L.A. Sorbet,Hybrid,NA,5.0,1,THC —,CBD —,Euphoric,
3740,Denver Maple,Indica,NA,4.2,18,THC —,CBD —,Sleepy,
3741,Disney Blue,Hybrid,aka Disney Blueberry,4.5,17,THC —,CBD —,Creative,
3742,Mercy Fruit Haze,Sativa,NA,5.0,2,THC 17%,CBG 2%,Tingly,Terpinolene
3743,Afrodite,Hybrid,NA,3.0,6,THC 10%,CBD 0%,Giggly,Myrcene
3744,Blowfish,Hybrid,aka Fugu,4.2,42,THC —,CBD —,Aroused,
3745,Mendo Afgoo,Indica,NA,5.0,7,THC 17%,CBG 1%,Sleepy,Myrcene
3746,Kapricorn OG,Unknown,NA,4.0,7,THC 18%,CBD 0%,Happy,Limonene
3747,Jolly Bean,Hybrid,NA,,,THC —,CBD —,,
3748,Little Dragon,Hybrid,NA,4.8,10,THC —,CBD —,Focused,
3749,Suicide Girl,Hybrid,NA,4.8,6,THC 21%,CBG 2%,Talkative,Myrcene
3750,Sand and Snow #30,Unknown,NA,5.0,1,THC —,CBD —,Aroused,
3751,Sour Gas,Unknown,NA,,,THC 19%,CBD 0%,,Myrcene
3752,Princess’s Tiara,Hybrid,NA,4.7,3,THC —,CBD —,Talkative,
3753,Oregon Pineapple,Hybrid,NA,4.3,43,THC 18%,CBD 0%,Energetic,Caryophyllene
3754,Acapulco Punch,Unknown,NA,5.0,1,THC —,CBD —,Giggly,
3755,Mystery Jazz,Hybrid,NA,5.0,4,THC 17%,CBG 1%,Happy,Myrcene
3756,Bubble Berry,Hybrid,NA,4.0,1,THC 19%,CBD 0%,Talkative,Myrcene
3757,OGC S1,Hybrid,NA,,,THC —,CBD —,,
3758,Lake of Fire,Hybrid,NA,4.5,55,THC —,CBD —,Relaxed,
3759,Sour Willie,Sativa,NA,4.5,44,THC —,CBD —,Energetic,
3760,Divina Obscura,Hybrid,NA,4.7,3,THC —,CBD —,Uplifted,
3761,Cherry Lime Pie,Unknown,NA,5.0,1,THC —,CBD —,Focused,
3763,PTSD,Hybrid,NA,,,THC —,CBD —,,
3764,Kobain Kush,Indica,NA,4.2,15,THC —,CBD —,Hungry,
3765,Fire Alien Urkle,Hybrid,NA,4.8,4,THC 25%,CBG 1%,Giggly,Caryophyllene
3766,Lemon Oasis,Hybrid,NA,4.3,3,THC —,CBD —,Energetic,
3767,Cherry Alien OG,Hybrid,NA,4.4,5,THC —,CBD —,Sleepy,
3768,Rickey Sticky,Hybrid,aka Sticky Rickey,5.0,1,THC —,CBD —,Uplifted,
3769,Afghan Widow,Hybrid,NA,4.7,9,THC —,CBD —,Euphoric,
3770,LSD-25,Hybrid,aka LSD #25,,,THC —,CBD —,,
3771,Aqua Woman,Hybrid,NA,5.0,1,THC —,CBD —,Focused,
3772,South Asian Sativa,Sativa,NA,5.0,3,THC —,CBD —,Giggly,
3773,Rob Ford Kush,Hybrid,aka Rob Ford,4.7,13,THC —,CBD —,Hungry,
3774,Perfect Storm,Hybrid,NA,5.0,2,THC 19%,CBG 1%,Aroused,Myrcene
3775,Arabian Gold,Sativa,NA,3.8,12,THC 16%,CBG 1%,Euphoric,Terpinolene
3776,Jabba's Stash,Hybrid,NA,3.5,2,THC —,CBD —,,
3777,Gold King's Thai,Sativa,NA,4.3,3,THC —,CBD —,Energetic,
3778,White Mimosa,Unknown,NA,4.0,1,THC —,CBD —,,
3779,Crimea Blue,Hybrid,NA,4.2,29,THC 20%,CBG 1%,Sleepy,Myrcene
3781,Houndstooth,Unknown,NA,4.0,2,THC —,CBD —,,
3782,Sour Star Head,Sativa,NA,4.2,5,THC —,CBD —,Talkative,
3783,Turkish Delight,Hybrid,NA,5.0,1,THC —,CBD —,,
3784,Dagwood,Hybrid,aka DAG,5.0,2,THC —,CBD —,Giggly,
3785,Kosher Sorbet,Hybrid,NA,,,THC 16%,CBD 0%,,Caryophyllene
3786,Seattle Summer,Hybrid,NA,5.0,3,THC —,CBD —,Creative,
3787,Rosaberry,Hybrid,NA,4.0,2,THC 8%,CBD 7%,Sleepy,Myrcene
3788,Afpak,Hybrid,NA,4.4,8,THC 21%,CBG 1%,Hungry,Limonene
3789,Mendodawg,Hybrid,NA,,,THC —,CBD —,,
3790,Avalanche,Unknown,NA,5.0,3,THC 17%,CBG 1%,,Pinene
3791,Northern Soul,Hybrid,NA,4.5,2,THC —,CBD —,Sleepy,
3792,Trinity Kush,Hybrid,NA,,,THC 16%,CBG 1%,,Myrcene
3793,Dozer,Unknown,NA,5.0,1,THC —,CBD —,Relaxed,
3794,Birds Eye,Sativa,NA,4.8,5,THC —,CBD —,Hungry,
3795,Chem Toffee,Hybrid,aka Toffee,5.0,3,THC —,CBD —,,
3796,Snow Queen,Hybrid,NA,5.0,1,THC —,CBD —,Creative,
3797,Tristar Pebbles,Hybrid,NA,5.0,1,THC —,CBD —,,
3798,Blue Bastard,Indica,NA,3.7,33,THC —,CBD —,Sleepy,
3799,2 Fast 2 Vast,Hybrid,NA,4.0,3,THC —,CBD —,,
3800,White Tara,Unknown,NA,4.7,3,THC —,CBD —,Tingly,
3801,Supa Don,Sativa,NA,4.5,8,THC —,CBD —,Focused,
3802,Dream Wedding,Unknown,NA,4.3,3,THC —,CBD —,Focused,
3803,Superwoman S1,Hybrid,NA,5.0,2,THC —,CBD —,Sleepy,
3804,El Capitan,Hybrid,NA,3.7,3,THC 17%,CBD 0%,Tingly,Myrcene
3805,White Label Rhino,Hybrid,NA,,,THC —,CBD —,,
3806,Silver Cindy,Hybrid,NA,5.0,2,THC 21%,CBG 1%,Aroused,Myrcene
3807,Sour Puss,Hybrid,NA,4.3,3,THC 19%,CBD 0%,,Limonene
3808,Madzilla,Indica,NA,5.0,5,THC —,CBD —,Aroused,
3809,Purple Bush,Indica,NA,4.9,14,THC —,CBD —,Relaxed,
3810,The Cat's Pajamas,Hybrid,NA,5.0,5,THC —,CBD —,Aroused,
3811,Alien Apparition,Hybrid,NA,4.3,6,THC 21%,CBG 1%,Hungry,Terpinolene
3812,Beach Bum Haze,Hybrid,NA,,,THC —,CBD —,,
3813,Banana Dawg,Hybrid,aka Banana Dog,5.0,1,THC —,CBD —,Giggly,
3814,LAPD,Hybrid,aka LA Confidential Purple Diesel,4.7,13,THC —,CBD —,Uplifted,
3815,Maramota #10,Hybrid,NA,4.7,3,THC —,CBD —,Energetic,
3816,Dolla Sign OG Kush,Indica,NA,5.0,6,THC —,CBD —,Creative,
3817,Bomb Cyclone,Hybrid,NA,4.5,2,THC —,CBD —,Tingly,
3818,Juliet,Hybrid,NA,4.6,23,THC —,CBD —,Energetic,
3819,Cannadential,Hybrid,NA,3.9,56,THC —,CBD —,Energetic,
3820,X-Wing,Indica,NA,4.3,17,THC —,CBD —,Sleepy,
3821,DJ's Gold,Hybrid,NA,4.2,5,THC 17%,CBD 0%,Giggly,Pinene
3822,Exodus Kush,Hybrid,NA,5.0,1,THC —,CBD —,,
3823,Colombian Jack,Hybrid,NA,4.0,3,THC —,CBD —,,
3824,Strawberry Nightmare,Hybrid,NA,4.5,4,THC —,CBD —,Focused,
3825,Purple Romulan,Hybrid,NA,5.0,3,THC —,CBD —,Uplifted,
3826,Hulk Lava,Hybrid,NA,4.0,2,THC —,CBD —,Tingly,
3827,Cherry Thai,Hybrid,NA,5.0,1,THC —,CBD —,Aroused,
3828,Jawa Kush,Hybrid,NA,4.5,2,THC —,CBD —,Hungry,
3829,Banana Puff,Hybrid,NA,5.0,1,THC —,CBD —,,
3830,Filthy Animal,Hybrid,aka Filthy Animals,5.0,1,THC —,CBD —,,
3831,Bedica,Indica,NA,4.3,18,THC —,CBD —,Hungry,
3832,Project Blue Book,Hybrid,NA,4.6,14,THC —,CBD —,Happy,
3833,Grape LA,Hybrid,NA,4.0,1,THC 15%,CBD 0%,,Myrcene
3834,Russian Rocket Fuel,Hybrid,NA,3.9,26,THC —,CBD —,Hungry,
3835,Buddha White Dwarf,Indica,NA,5.0,2,THC —,CBD —,,
3836,Pear Herer,Hybrid,NA,4.3,3,THC 19%,CBG 1%,Focused,Terpinolene
3837,Tiger Woods,Hybrid,NA,4.1,12,THC —,CBD —,Giggly,
3838,Mag 91,Hybrid,NA,4.6,8,THC —,CBD —,Tingly,
3839,Willie Berrie,Hybrid,NA,5.0,2,THC —,CBD —,Creative,
3840,Afghani Krush,Hybrid,NA,5.0,2,THC 22%,CBD 0%,Aroused,Myrcene
3841,Neroli 91,Hybrid,NA,5.0,2,THC 11%,CBD 0%,Creative,Limonene
3842,Skunky Diesel,Hybrid,NA,4.2,24,THC —,CBD —,Talkative,
3843,Sweet Jack Haze,Unknown,NA,5.0,1,THC —,CBD —,,
3844,Lemon Gorilla Princess,Unknown,NA,5.0,1,THC —,CBD —,Giggly,
3845,Sherbnado,Unknown,NA,4.6,7,THC —,CBD —,Uplifted,
3846,Kerala Krush,Sativa,NA,4.6,11,THC —,CBD —,Energetic,
3847,Banana Cough,Unknown,NA,5.0,1,THC —,CBD —,,
3848,Brute Fruit,Hybrid,NA,5.0,2,THC —,CBD —,Focused,
3849,Pulsar,Hybrid,NA,5.0,1,THC —,CBD —,Focused,
3850,Mango Ice,Hybrid,NA,4.0,1,THC —,CBD —,Tingly,
3851,Purple Yoda,Unknown,NA,,,THC 17%,CBG 1%,,Myrcene
3852,Rebel Tangie Kandy,Sativa,NA,5.0,1,THC —,CBD —,Energetic,
3853,Funkfetti,Hybrid,aka Funk-Fetti,2.0,1,THC —,CBD —,,
3854,Banana Rainbow,Hybrid,NA,5.0,1,THC —,CBD —,Focused,
3855,South Central LA,Indica,NA,4.8,5,THC —,CBD —,Hungry,
3856,Buzz Bomb,Sativa,NA,,,THC —,CBD —,,
3857,Xanadu,Sativa,NA,4.8,4,THC —,CBD —,Talkative,
3858,Silver Fox,Unknown,NA,4.8,4,THC 22%,CBG 1%,Happy,Myrcene
3859,Alpine Blue,Hybrid,NA,4.5,10,THC 12%,CBD 0%,Aroused,Terpinolene
3860,Qleaner,Hybrid,NA,4.3,37,THC 17%,CBG 1%,Energetic,Terpinolene
3861,Killing Fields,Sativa,NA,4.4,33,THC —,CBD —,Energetic,
3862,Apollo 13 Haze,Hybrid,NA,5.0,1,THC —,CBD —,Tingly,
3863,Pine Candy,Unknown,NA,,,THC 20%,CBG 1%,,Limonene
3864,Copper Kush,Indica,NA,4.2,10,THC 25%,CBG 1%,Relaxed,Myrcene
3865,Strawberry Blondie,Hybrid,NA,4.9,29,THC —,CBD —,Euphoric,
3866,Walrus Kush,Hybrid,NA,4.3,6,THC —,CBD —,Giggly,
3867,Funk 'n Blueberry,Hybrid,aka Funk and Blueberry,3.0,1,THC 24%,CBD 0%,Uplifted,Caryophyllene
3868,Chem Jong Ill,Hybrid,NA,5.0,4,THC —,CBD —,Talkative,
3869,Kandahar,Indica,NA,4.7,7,THC —,CBD —,Sleepy,
3870,Purgatory,Unknown,NA,4.0,3,THC 21%,CBG 1%,Euphoric,Terpinolene
3871,Four Cups,Hybrid,NA,5.0,5,THC —,CBD —,Aroused,
3872,Baccara,Hybrid,NA,5.0,2,THC —,CBD —,,
3873,Sumo's OG Kush,Indica,NA,4.3,3,THC 19%,THCV 1%,Hungry,Limonene
3874,Martian OG,Unknown,NA,4.0,1,THC —,CBD —,,
3875,4 Prophets,Unknown,NA,4.3,7,THC —,CBD —,Euphoric,
3876,AK Choco Kush,Hybrid,NA,4.7,3,THC —,CBD —,,
3877,GPurps,Unknown,NA,4.3,4,THC 20%,CBG 1%,,Myrcene
3878,Daybreaker,Hybrid,NA,,,THC 18%,CBG 1%,,Myrcene
3879,Frosted Oranges,Unknown,NA,4.0,1,THC —,CBD —,Aroused,
3880,Royal ACDC,Hybrid,NA,4.5,2,THC —,CBD —,Giggly,
3881,Leonidas,Sativa,NA,4.0,5,THC —,CBD —,Talkative,
3882,Jolt,Hybrid,NA,4.5,2,THC —,CBD —,Focused,
3883,Kaleidos Dope,Hybrid,NA,4.5,2,THC —,CBD —,,
3884,Jungle Canyon,Hybrid,NA,,,THC —,CBD —,,
3885,Cherry Puff,Hybrid,NA,4.3,3,THC 16%,CBD 0%,,Myrcene
3886,The Void,Hybrid,aka Purple Apollo 13,4.4,59,THC 27%,CBG 1%,Aroused,Caryophyllene
3887,Orient Express,Hybrid,NA,4.4,7,THC —,CBD —,Hungry,
3888,Burkel,Unknown,NA,4.5,2,THC —,CBD —,Giggly,
3889,Stiiizy OG,Indica,NA,3.0,1,THC —,CBD —,,
3890,Tiger Berry,Hybrid,NA,,,THC 17%,CBG 1%,,Myrcene
3891,Rotten Pomegranate,Hybrid,NA,5.0,1,THC —,CBD —,,
3892,Amnesia Sour Diesel,Hybrid,NA,,,THC 19%,CBD 0%,,Caryophyllene
3893,Redding OG,Hybrid,NA,4.3,3,THC —,CBD —,Giggly,
3894,Moon Puppies,Hybrid,NA,4.7,3,THC 27%,CBG 1%,,Terpinolene
3895,Summer OG,Unknown,NA,,,THC —,CBD —,,
3896,Beary Stomper,Unknown,NA,,,THC —,CBD —,,
3897,Freeze Cheese '89,Hybrid,NA,5.0,1,THC —,CBD —,Hungry,
3898,MKJ #5,Hybrid,NA,,,THC —,CBD —,,
3899,Cyber Cake,Hybrid,NA,5.0,2,THC 24%,CBG 1%,Creative,Limonene
3900,Purple Pinecone,Indica,NA,4.5,14,THC 16%,CBD 0%,Focused,Myrcene
3901,Lava Dawg,Unknown,NA,4.2,5,THC —,CBD —,Sleepy,
3902,Karmarado OG,Indica,NA,4.8,6,THC —,CBD —,Sleepy,
3903,Chem Crush,Hybrid,NA,4.2,11,THC 21%,CBD 0%,Talkative,Limonene
3904,Gasoline Zest,Unknown,NA,,,THC 27%,CBG 1%,,Limonene
3905,KT Dawg,Hybrid,NA,4.3,14,THC —,CBD —,Tingly,
3906,The Grunk,Hybrid,NA,4.6,44,THC —,CBD —,Euphoric,
3907,Reclining Buddha,Indica,aka Soma Skunk V,4.8,13,THC —,CBD —,Giggly,
3908,Alf,Hybrid,NA,5.0,5,THC —,CBD —,Giggly,
3909,Modified Kush,Hybrid,NA,,,THC 20%,CBG 1%,,Pinene
3910,Sour Headstash,Hybrid,NA,,,THC —,CBD —,,
3911,Strawberry Guava #7,Unknown,NA,,,THC 25%,CBG 1%,,Limonene
3912,Durban Skunk,Unknown,NA,,,THC —,CBD —,,
3913,Tahoe Frostbite,Hybrid,NA,5.0,3,THC —,CBD —,Happy,
3914,Astro Boy,Hybrid,NA,4.3,3,THC —,CBD —,,
3916,Dreamer’s Glass,Hybrid,aka DMR,4.4,18,THC 22%,CBG 1%,Giggly,Terpinolene
3917,Lemon Hash,Hybrid,NA,4.7,3,THC —,CBD —,Relaxed,
3918,Bio-Dome,Unknown,NA,5.0,2,THC —,CBD —,Aroused,
3919,Queen Kong,Hybrid,NA,4.3,3,THC —,CBD —,Hungry,
3920,Happy Haze,Unknown,NA,4.0,1,THC —,CBD —,Talkative,
3921,Grimm Dogg,Unknown,NA,3.0,2,THC —,CBD —,Relaxed,
3922,Qush,Indica,NA,4.4,14,THC 17%,CBD 0%,Relaxed,Myrcene
3923,Mendo Queen,Hybrid,NA,4.7,3,THC —,CBD —,Euphoric,
3924,Chong's Chemdawg Reserve,Hybrid,NA,,,THC —,CBD —,,
3925,Sapphire Cherries,Hybrid,NA,5.0,1,THC 21%,CBG 1%,Hungry,Pinene
3926,Alpha Cow,Sativa,NA,5.0,3,THC —,CBD —,,
3927,Pinot Green,Sativa,NA,4.5,12,THC —,CBD —,Focused,
3928,Fatso #2,Unknown,NA,4.5,6,THC 29%,CBG 1%,Focused,Caryophyllene
3929,Electric Black Mamba,Indica,NA,4.5,8,THC —,CBD —,Sleepy,
3930,Alien Rainbow Cookies,Unknown,NA,4.0,1,THC —,CBD —,,
3931,Apple Custard,Unknown,NA,,,THC —,CBD —,,
3932,Crooked River Blues,Indica,NA,4.0,1,THC 23%,CBG 1%,Sleepy,Caryophyllene
3933,Aurora's Skyline,Hybrid,NA,5.0,1,THC —,CBD —,Focused,
3934,Magic Beans OG,Indica,NA,4.3,9,THC 19%,CBG 1%,Happy,Limonene
3935,Medical 49,Indica,NA,4.0,1,THC —,CBD —,,
3936,Kid N' Kookies,Hybrid,NA,4.6,8,THC —,CBD —,Tingly,
3937,Blue Jay Way,Hybrid,NA,4.6,8,THC —,CBD —,Relaxed,
3938,Lashkar Gah,Indica,NA,4.7,15,THC —,CBD —,Sleepy,
3939,Sorbet #4,Hybrid,NA,,,THC 26%,CBG 1%,,Caryophyllene
3940,Buckets,Unknown,NA,,,THC —,CBD —,,
3941,Silver Calyx,Hybrid,NA,5.0,2,THC 19%,CBG 1%,Aroused,Limonene
3942,Bloo's Kloos,Indica,NA,4.7,20,THC —,CBD —,Creative,
3944,Dieseltonic,Hybrid,aka Pickantona,4.3,19,THC —,CBD —,Focused,
3945,Egyptian Musk,Hybrid,NA,4.0,1,THC —,CBD —,Giggly,
3946,Organic Diesel,Hybrid,NA,4.3,19,THC —,CBD —,Talkative,
3947,Tangier Chilly,Hybrid,NA,5.0,2,THC —,CBD —,Talkative,
3948,A.S.S.,Unknown,NA,,,THC —,CBD —,,
3949,Orange Tik Tak,Hybrid,NA,,,THC —,CBD —,,
3950,Twisted Berries,Unknown,NA,4.5,2,THC 26%,CBG 1%,,Limonene
3951,Vietnamese Bubba,Hybrid,NA,4.7,3,THC —,CBD —,Hungry,
3952,YEM OG,Hybrid,NA,4.7,3,THC 16%,CBG 1%,Tingly,Myrcene
3953,Notorious Mango,Hybrid,aka Notorious M.A.N.G.O.,5.0,1,THC —,CBD —,,
3954,Tangcicle,Hybrid,NA,4.3,3,THC —,CBD —,Happy,
3955,Harmonia,Indica,"aka Gumby, Gumbi",4.5,19,THC —,CBD —,Relaxed,
3956,Lazy Susan CBD,Hybrid,NA,,,THC —,CBD —,,
3957,X-Files,Hybrid,NA,4.6,11,THC —,CBD —,Aroused,
3958,Pepe Le Dank,Hybrid,NA,5.0,1,THC —,CBD —,,
3959,Napoleon Blown Apart,Unknown,NA,,,THC —,CBD —,,
3960,Headbanger #7,Unknown,NA,5.0,1,THC —,CBD —,Focused,
3961,Full Nelson,Hybrid,NA,4.6,7,THC —,CBD —,Focused,
3962,HB,Unknown,NA,4.0,1,THC 22%,CBG 1%,Sleepy,Myrcene
3963,Dawgfather OG,Hybrid,NA,4.3,11,THC 20%,CBD 0%,Sleepy,Caryophyllene
3964,Lyon King,Sativa,aka Lion King,,,THC —,CBD —,,
3965,Apricot Helix,Unknown,NA,4.0,1,THC —,CBD —,Creative,
3966,Guava Dub Star,Hybrid,NA,4.0,1,THC —,CBD —,Uplifted,
3967,Vintage Pakistani 1,Hybrid,NA,5.0,2,THC —,CBD —,Talkative,
3968,Anonymous OG,Indica,NA,4.9,13,THC 22%,CBG 2%,Sleepy,Myrcene
3969,Honey Rock,Hybrid,NA,4.0,2,THC —,CBD —,Giggly,
3970,Goat Head,Hybrid,NA,4.7,3,THC —,CBD —,Aroused,
3971,Nectar Lime,Hybrid,NA,4.5,2,THC 22%,CBG 1%,Relaxed,Terpinolene
3972,Pine Queen Dream,Hybrid,NA,4.6,7,THC —,CBD —,Talkative,
3973,Sunset Animal,Unknown,NA,,,THC —,CBD —,,
3974,Oregon Sunset #15,Unknown,NA,4.0,2,THC —,CBD —,Talkative,
3975,Zour Patch Cookies,Unknown,NA,,,THC —,CBD —,,
3976,Pineapple Spritzer,Unknown,NA,3.7,3,THC —,CBD —,Happy,
3977,Space Monster,Indica,NA,4.4,5,THC —,CBD —,Sleepy,
3978,Cheesy Headband,Hybrid,NA,5.0,1,THC 18%,CBG 1%,Hungry,Myrcene
3979,Blue Thunder,Hybrid,NA,4.3,3,THC 19%,CBD 0%,Talkative,Myrcene
3980,Chem Fire,Hybrid,NA,,,THC 20%,CBG 1%,,Myrcene
3981,Florida Lemons,Hybrid,NA,4.5,4,THC 18%,CBG 2%,Relaxed,Myrcene
3982,Diesel Drift,Sativa,NA,,,THC 17%,CBG 1%,,Myrcene
3983,Super Silver Bullet,Hybrid,NA,,,THC —,CBD —,,
3984,Sierra Mist,Hybrid,NA,4.6,14,THC —,CBD —,Euphoric,
3985,Cosmic Karma,Hybrid,NA,4.5,2,THC —,CBD —,Relaxed,
3986,Queen of Hearts,Hybrid,NA,3.3,3,THC —,CBD —,Tingly,
3987,Smelliot,Hybrid,NA,5.0,7,THC 20%,CBD 0%,Creative,Myrcene
3988,Chocoberry,Hybrid,NA,,,THC 19%,CBG 1%,,Myrcene
3989,French Laundry,Hybrid,NA,,,THC —,CBD —,,
3990,Black Dominia,Unknown,NA,3.5,2,THC 22%,CBG 2%,,Myrcene
3991,Valley Ghash,Hybrid,NA,4.6,9,THC 17%,CBG 1%,Hungry,Myrcene
3992,Sour Lemons,Hybrid,NA,4.5,4,THC —,CBD —,Euphoric,
3993,Kaya's Koffee,Hybrid,aka Kaya's Coffee,,,THC —,CBD —,,
3994,Florida Gold,Hybrid,NA,,,THC —,CBD —,,
3995,Bubblegun,Hybrid,NA,3.5,44,THC —,CBD —,Hungry,
3996,Legalized OG,Hybrid,NA,4.8,21,THC 18%,CBG 1%,Relaxed,Limonene
3997,Scary Cherry OG,Unknown,NA,,,THC 18%,CBD 0%,,Pinene
3998,Orange Whip,Unknown,NA,4.0,1,THC —,CBD —,Focused,
3999,Sorbet Dreams,Hybrid,NA,5.0,2,THC —,CBD —,Euphoric,
4000,﻿California Grapefruit,Indica,NA,3.6,14,THC —,CBD —,Tingly,
4001,Omega Dawg,Hybrid,aka Omega Dog,4.4,24,THC 20%,CBG 1%,Talkative,Caryophyllene
4002,Alien Orange Gum,Hybrid,NA,4.7,3,THC 17%,CBG 1%,Sleepy,Myrcene
4003,Ginger Punch,Hybrid,NA,4.6,5,THC —,CBD —,Tingly,
4004,Oaxacan Wise,Unknown,NA,5.0,1,THC 20%,CBG 3%,,Terpinolene
4005,Nina's Web,Hybrid,NA,5.0,1,THC —,CBD —,Euphoric,
4006,Lemon Crema,Unknown,NA,,,THC 19%,CBD 0%,,Myrcene
4007,Mambo MD,Hybrid,NA,4.3,6,THC —,CBD —,Focused,
4008,Kubbie Kush,Indica,NA,4.2,33,THC —,CBD —,Sleepy,
4009,Pie Til I Die,Hybrid,NA,2.5,2,THC —,CBD —,,
4010,Luca Brasi x Sour Diesel,Hybrid,NA,4.4,20,THC —,CBD —,Focused,
4011,Margy Mints,Hybrid,NA,4.8,4,THC 20%,CBG 2%,Giggly,Myrcene
4012,Myakka Native,Hybrid,NA,4.5,11,THC 19%,CBG 1%,Energetic,Limonene
4013,Sox,Hybrid,NA,5.0,3,THC —,CBD —,Giggly,
4014,Fish Whistle,Unknown,NA,5.0,1,THC 20%,CBG 1%,Focused,Caryophyllene
4015,Citrus Samurai,Hybrid,NA,4.0,3,THC —,CBD —,Focused,
4016,OK Ghani,Hybrid,NA,,,THC —,CBD —,,
4017,Maui Berry,Hybrid,NA,3.6,8,THC 19%,CBD 0%,Hungry,Limonene
4018,SleeSkunk,Sativa,NA,4.3,13,THC —,CBD —,Energetic,
4019,Pele's Fire OG,Hybrid,NA,5.0,6,THC —,CBD —,Aroused,
4020,ZimZims,Hybrid,aka Zim Zims,4.7,3,THC —,CBD —,Euphoric,
4021,Blue Cinex,Hybrid,NA,4.7,16,THC —,CBD —,Focused,
4022,Scout Master,Hybrid,aka Girl Scout Master,4.0,1,THC —,CBD —,,
4023,Mother of Grapes,Hybrid,NA,4.8,11,THC —,CBD —,Aroused,
4024,Sweet Harlem Diesel,Hybrid,NA,4.0,6,THC —,CBD —,Aroused,
4025,Beautiful Nightmare,Hybrid,NA,3.5,4,THC —,CBD —,Euphoric,
4026,Gibsonburg Glue,Unknown,NA,4.3,3,THC —,CBD —,Focused,
4027,Boggle Gum,Hybrid,NA,3.9,24,THC 14%,CBD 0%,Creative,Myrcene
4028,TJ's CBD,Hybrid,NA,4.4,22,THC —,CBD —,Focused,
4029,Donegal,Hybrid,NA,4.1,54,THC —,CBD —,Energetic,
4030,Lil Sebastian,Hybrid,NA,4.5,8,THC —,CBD —,Sleepy,
4031,ʻAlenuihāhā,Hybrid,NA,5.0,7,THC —,CBD —,Energetic,
4032,Super Silver Lights,Hybrid,NA,4.4,7,THC —,CBD —,Happy,
4033,Shurman,Hybrid,NA,4.7,11,THC —,CBD —,Sleepy,
4034,Cream Puff,Unknown,NA,4.5,2,THC —,CBD —,Tingly,
4035,Dog Park,Hybrid,aka Dog Park #5,5.0,2,THC —,CBD —,Creative,
4036,Deep Cheese,Hybrid,NA,4.3,16,THC 16%,CBG 1%,Focused,Limonene
4037,Serpentine OG,Unknown,NA,5.0,1,THC —,CBD —,Aroused,
4038,Balmoral,Hybrid,NA,4.3,35,THC —,CBD —,Focused,
4039,Wonder Skunk,Unknown,NA,,,THC —,CBD —,,
4040,Pine 'n Purps,Unknown,NA,,,THC 16%,CBD 0%,,Myrcene
4041,Guerilla Kush,Unknown,NA,3.3,3,THC —,CBD —,Energetic,
4042,Punxsy Punch,Hybrid,NA,4.1,14,THC —,CBD —,Aroused,
4043,Purple Lotus,Hybrid,NA,,,THC —,CBD —,,
4044,Alion,Hybrid,NA,4.3,6,THC 14%,CBD 0%,Tingly,Myrcene
4045,Afghanimal,Indica,NA,4.5,2,THC —,CBD —,Hungry,
4046,Silver Nina,Hybrid,NA,5.0,2,THC —,CBD —,Aroused,
4047,Lohan,Hybrid,aka Confidential Wreck,4.3,11,THC —,CBD —,Hungry,
4048,Mountain Temple,Sativa,NA,4.5,4,THC 18%,CBD 0%,Tingly,Pinene
4049,Loompa Goo,Unknown,NA,,,THC 14%,CBG 2%,,Myrcene
4050,Sophie's Punch,Unknown,NA,4.4,7,THC —,CBD —,Sleepy,
4051,Kushage,Hybrid,NA,4.3,34,THC —,CBD —,Aroused,
4052,Pink Pez,Hybrid,NA,4.1,13,THC —,CBD —,Sleepy,
4053,Grateful Grape,Hybrid,NA,4.0,1,THC 26%,CBG 1%,Tingly,Limonene
4054,Redd Cross,Hybrid,NA,4.8,6,THC —,CBD —,Sleepy,
4055,Motavation,Indica,NA,3.7,18,THC 14%,CBD 0%,Creative,Caryophyllene
4056,Frosty Jesus,Hybrid,NA,4.6,5,THC —,CBD —,Tingly,
