Strain,Type,Rating,Effects,Flavor,Description,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
Dutch-Treat,hybrid,4.3,"Relaxed,Happy,Euphoric,Uplifted,Focused","Sweet,Pine,Earthy","Over the years, Dutch Treat has become an essential strain of the Amsterdam coffee shops. The dense, sticky buds have an intense smell of sweet fruits mixed with pine and eucalyptus trees. The cerebral high comes on quick and leaves consumers feeling uplifted and euphoric while reducing stress and relaxing the mind.",,,,,,0.058,0.0,0.003,0.006,0.0,0.052,0.0,0.057,0.478,1.663,0.028,0.053,0.1,0.035,0.123,0.971,,0.165,0.309,0.025,0.0,,0.39,0.0,22.09,0.0,0.0,0.11,0.0,0.0,0.0,1.36,0.17,0.0,
Electric-Kool-Aid,hybrid,4.8,"Happy,Uplifted,Talkative,Euphoric,Giggly","Berry,Grape,Diesel","Electric Kool Aid is a 60/40 sativa-dominant hybrid strain bred by crossing Purple Diesel and Cherry Pie. Preferred for daytime use, Electric Kool Aid provides uplifting effects that inspire the mind while easing the body into a relaxed state. Hashy notes of sweet lavender and grape flavor the sparkling crystal-covered buds, which can take on a stunning periwinkle blue coloration. ",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.08,0.397,0.0,0.196,0.681,,0.167,0.098,0.0,0.0,,1.05,0.0,19.28,0.0,,0.05,0.0,0.0,0.03,0.15,0.04,,
Euphoria,sativa,4.3,"Euphoric,Happy,Energetic,Creative,Relaxed","Earthy,Skunk,Sweet","Euforia (or Euphoria) was bred from Skunk strains in the early 2000s by Amsterdam’s Dutch Passion seed company. Once out, this strain began to collect awards including 2nd Place in the sativa category at the 2000 High Times Cannabis Cup and a Best Seeds HighLife Cup in 2002. These plant requires minimal fuss when growing and can even produce a bumper crop for the savvy grower after her initial flowering at 9 weeks. Euforia may have Skunk parents, but the aroma is sweeter and more floral than skunky. Effects of this strain are upbeat and social overall, so much so that it might be too energetic for some users, especially if sleep is the goal. Great for social anxiety, this strain performs just as expected and promotes a sense of well-being.",,,,,,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.038,0.114,0.0,0.01,0.149,0.027,0.0,0.434,0.684,,0.017,0.034,0.0,0.0,,0.34,0.0,16.52,0.0,0.0,0.04,0.0,0.0,0.0,1.06,0.09,0.0,
Ewok,hybrid,4.6,"Relaxed,Happy,Euphoric,Creative,Uplifted","Earthy,Woody,Pungent","Ewok, a cross between Albert Walker and Tahoe Alien, was the Hybrid winner of the 2013 Seattle High Times Cannabis Cup. Bred by Alien Genetics, Ewok is a fast-growing plant with a short vegetative cycle, but produces large yields of frost-covered buds as hairy as the Star Wars Ewoks themselves. Pungent fruity notes of tangerine and lemon introduce Ewok’s strong cerebrally-focused effects that promote relaxation and stress relief. The full-body sedation to follow makes this strain a viable option for treatment of pain and insomnia as well. ",,,,,,0.0,0.005,0.006,0.001,0.001,0.0,0.0,0.138,0.0,0.002,0.014,0.122,0.018,0.0,0.441,0.574,,0.037,0.184,0.0,0.0,,0.4,0.0,22.39,0.0,0.0,0.06,0.0,0.0,0.0,0.33,0.15,0.0,
Extreme-Cream,indica,4.8,"Relaxed,Sleepy,Happy,Uplifted,Euphoric","Butter,Sweet,Earthy","Extreme Cream by Exotic Genetix is the pungent cross between Extreme OG and Cookies & Cream. This strain develops deep purple colas dusted with trichomes and emits a strong, earthy aroma that is somehow creamy on the nose and buttery on the palate. Extreme Cream’s effects are uplifting, offering mood elevation that abates anxiety and spurs conversation. Expect traditional indica effects alongside heady euphoria, appetite stimulation, and couch lock.   ",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.055,0.031,0.0,0.194,0.355,,0.055,0.322,0.0,0.0,,0.31,0.0,18.15,0.0,0.0,0.03,0.0,0.0,0.0,0.47,0.05,0.0,
Face-Off-Og,indica,4.8,"Relaxed,Sleepy,Euphoric,Tingly,Happy","Pungent,Sweet,Earthy","The story of Face Off OG begins in the late 1990s in California when Archive Seeds was gifted with the seeds of an exceptional OG Kush phenotype. This 70/30 indica-dominant hybrid shares its name with the 1997 movie in which Nicolas Cage and John Travolta literally swap faces (“I want to take his face…off!”), and the experience this strain has to offer could arguably be compared to losing your face. Dizzying euphoria goes straight to the head in an intensely psychoactive experience best reserved for veteran consumers. Its crushing full-body effects make this strain a great choice for resolving severe pain or for relaxing on a lazy weekend.",,,,,,0.0,0.015,0.003,0.0,0.001,0.0,0.0,0.157,0.003,0.008,0.027,0.126,0.057,0.0,0.424,1.553,,0.111,0.725,0.0,0.0,,0.42,0.0,24.67,0.0,0.0,0.08,0.0,0.0,0.0,0.89,0.09,0.0,
Fire-Og,hybrid,4.4,"Relaxed,Happy,Euphoric,Uplifted,Energetic","Earthy,Citrus,Lemon","Known for being one of the strongest of the OG strains, Fire OG has a strong scent similar to Lemon Pledge and an effect that can last up to 3 hours. With parents of OG Kush and San Fernando Valley OG Kush F3, the THC can be up to 20% with a CBD of 0.36%. The plant has frost covered nuggets with red hairs, giving the appearance that it is on fire--where the name Fire OG comes from. Flowering time is generally 9-10 weeks.",,,,,,0.0,0.0,0.141,0.0,0.012,0.011,0.0,0.472,0.104,0.0,0.503,0.821,0.103,0.0,2.572,0.406,,0.101,0.376,0.0,0.0,,6.46,0.0,72.05,0.0,0.0,0.18,0.0,0.0,0.0,2.01,0.34,0.0,
Forbidden-Fruit,indica,4.6,"Relaxed,Happy,Euphoric,Sleepy,Creative","Citrus,Grapefruit,Tropical","Forbidden Fruit is the mouthwatering cross of Cherry Pie x Tangie. This sumptuous genetic cross expresses a beautiful dense bud structure with deep purple hues, dark green foliage, and wiry orange hairs. The terpene profile is a perfect mixture of Cherry Pie’s musky, sweet cherry undertones and Tangie’s loud tropical flavors. There are also notes of pine, mango, and passionfruit candy. The effects hit hard between the eyes and lay into the body with each hit. Forbidden Fruit’s deep physical relaxation and mental stoniness make it perfect for dulling minor physical discomfort and discarding stress. ",,,,,,0.0,0.004,0.006,0.0,0.003,0.085,0.0,0.155,0.0,0.004,0.034,0.06,0.016,0.0,0.2,0.633,,0.033,0.187,0.0,0.0,,0.29,0.0,19.43,0.0,0.0,0.06,0.0,0.0,0.0,0.6,0.09,0.0,
Fruit-Loops,hybrid,4.5,"Relaxed,Happy,Uplifted,Euphoric,Focused","Sweet,Berry,Lemon","Fruit Loops is an indica-dominant hybrid that smells as good as it sounds, Tucan sold separately. This luscious strain reeks of its recessive Grapefruit and Blueberry genetics and takes White Widow’s moderate body effects further with every puff. This high potency hybrid lingers and is slightly stimulating, but overall, mellow. Fruit Loops is a must-have for those seeking heady conversations and shrugging off daily stressors.",,,,,,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.14,0.212,0.0,0.04,0.164,0.003,0.0,0.545,1.417,,0.013,0.038,0.0,0.0,,1.95,0.0,17.16,0.09,0.0,0.05,0.0,0.0,0.02,1.03,0.07,0.0,
Fruity-Chronic-Juice,indica,4.2,"Relaxed,Euphoric,Happy,Uplifted,Creative","Citrus,Grapefruit,Tropical","Fruity Chronic Juice, bred by Delicious Seeds, is an indica-dominant cross of White Widow and Chronic that is short in stature but can stretch tall when given enough room for the roots to spread. It expresses itself with an array of citrus flavors, like orange and grapefruit, that give way to subtle undertones of pine and hash on exhale. The potent effects balance between physical relaxation and cerebral energy to create a well-rounded buzz that is both calming and creative. ",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.086,0.624,0.0,0.208,0.36,,0.24,0.089,0.0,0.0,,1.15,0.0,19.27,0.0,0.0,0.07,0.0,0.0,0.03,0.61,0.07,0.01,
Fruity-Pebbles,hybrid,4.4,"Happy,Relaxed,Uplifted,Euphoric,Giggly","Sweet,Tropical,Berry","Fruity Pebbles (AKA Fruity Pebbles OG) by Alien Genetics was a limited-time offering from the breeder. This sweet hybrid takes genetics from Green Ribbon, Granddaddy Purple, and Tahoe Alien to create a tropical, berry flavor reminiscent of the cereal. The euphoric effects will keep you happy when you’re stressed and help you catch some sleep when faced with insomnia. Sit back, relax, and pour yourself a bowl of Fruity Pebbles!",,,,,,0.0,0.007,0.005,0.0,0.0,0.0,0.0,0.116,0.0,0.011,0.031,0.078,0.029,0.0,0.208,0.229,,0.049,0.338,0.0,0.0,,0.56,0.0,22.35,0.0,0.0,0.06,0.0,0.0,0.0,1.28,0.06,0.0,
G-13,indica,4.4,"Relaxed,Happy,Euphoric,Uplifted,Hungry","Earthy,Sweet,Woody","G13 is a very strong strain of cannabis indica that is the subject of many urban legends. According to some accounts, the CIA, FBI, and other agencies gathered the best strains of marijuana from breeders all over the world. At a super-secret installation at the University of Mississippi, they bred many new super hybrids in the late 1960s. Allegedly, a single cutting of this plant was liberated by an unnamed technician and bred for the masses.Although the legends are probably not true, G13 delivers effects like no other. If you have the opportunity, definitely partake in this strain.",,,,,,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.893,0.0,0.077,0.043,0.022,0.201,0.109,,0.076,0.091,0.0,0.0,,1.08,0.0,16.72,0.0,0.0,0.02,0.0,0.0,0.0,1.34,0.13,0.0,
Gg-4,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Hungry","Earthy,Pungent,Pine","GG #4, formerly known as Gorilla Glue #4, developed by GG Strains, is a potent hybrid strain that delivers heavy-handed euphoria and relaxation, leaving you feeling “glued” to the couch. Its chunky, resin-covered buds fill the room with pungent earthy and sour aromas inherited from its parent strains, Chem’s Sister, Sour Dubb, and Chocolate Diesel. Taking first place in both the Michigan and Los Angeles 2014 Cannabis Cups as well as the High Times Jamaican World Cup, this multiple award-winning hybrid's supremacy is no longer a secret, and consumers will search far and wide to get their hands sticky with GG #4.",,,,,,0.0,0.006,0.022,0.0,0.005,0.0,0.0,0.052,0.0,0.001,0.157,0.266,0.021,0.0,0.848,0.14,,0.041,0.233,0.0,0.0,,2.35,0.0,21.65,0.0,0.0,0.09,0.0,0.0,0.02,0.43,0.07,,
Gsc,hybrid,4.5,"Relaxed,Happy,Euphoric,Uplifted,Creative","Earthy,Sweet,Pungent","GSC, formerly known as Girl Scout Cookies, is an OG Kush and Durban Poison hybrid cross whose reputation grew too large to stay within the borders of its California homeland. With a sweet and earthy aroma, GSC launches you to euphoria’s top floor where full-body relaxation meets a time-bending cerebral space. A little goes a long way with this hybrid, whose THC heights have won GSC numerous Cannabis Cup awards. Patients needing a strong dose of relief, however, may look to GSC for severe pain, nausea, and appetite loss.There are several different phenotypes of the GSC strain including Thin Mint and Platinum Cookies, which exhibit some variation in appearance and effect. Typically, however, GSC expresses its beauty in twisting green calyxes wrapped in purple leaves and fiery orange hairs. Patients and consumers looking to cultivate this cannabis staple themselves should wait 9 to 10 weeks for their indoor plants to finish flowering.",,,,,,0.0,0.017,0.05,0.002,0.003,0.0,0.0,0.226,0.011,0.015,0.202,0.703,0.125,0.0,1.975,1.102,,0.149,0.661,0.0,0.0,,3.73,0.0,73.43,0.0,0.0,0.17,0.0,0.0,0.0,2.33,0.26,0.08,
Game-Changer,hybrid,4.5,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Earthy,Grape,Apple","The 60/40 indica-dominant hybrid Game Changer is a clone-only strain plausibly named for its ability to pivot bad moods, aches, and pains. It descends from California’s Purple Dragon and Thailand’s landrace sativa known as Green Thai, and this genetic fusion is evident in Game Changer’s twisting hues of vibrant green and deep purple. Floral notes sit quietly under a loud aroma of tropical fruit and grape in a show of this hybrid’s complex terpene profile. Whether it’s day or night, Game Changer offers unencumbered euphoria perfect for those looking to ease into the cannabis waters.",,,,,,0.0,0.005,0.043,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.204,0.786,0.032,0.0,2.044,1.684,,0.074,0.312,0.0,0.0,,4.01,0.0,69.64,0.0,0.0,0.16,0.0,0.0,0.0,4.63,0.62,0.15,
Gelato,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Pungent,Flowery","Gelato (also referred to as 'Larry Bird') is another tantalizing hybrid cannabis strain from Cookie Fam Genetics, following in the footsteps of its parents Sunset Sherbet and Thin Mint Girl Scout Cookies. This Bay Area, California native gets its name from the fruity, dessert-like aroma, a common genetic thread among the Cookie family. Her buds tend to bloom in dark purple hues illuminated by fiery orange hairs and a shining white coat of crystal resin. Novice consumers may want to approach this THC powerhouse with caution, but those armed with a high tolerance will delight in Gelato’s heavy-handed euphoria. Physical relaxation comes on strong, but many find themselves still mentally agile enough to stay productive and creative when enjoying Gelato during the day.",,,,,,0.0,0.014,0.012,0.0,0.001,0.101,0.0,0.125,0.072,0.007,0.047,0.127,0.091,0.0,0.444,0.064,,0.104,0.628,0.0,0.0,,1.22,0.03,15.06,0.04,0.0,0.05,0.0,0.0,0.0,0.25,0.14,0.05,
Ghost-Og,hybrid,4.5,"Relaxed,Happy,Uplifted,Euphoric,Hungry","Sweet,Citrus,Earthy","Ghost OG, a cut of OG Kush, is a hybrid strain loved for its balanced cerebral and body effects. Often described as simultaneously potent and non-intrusive, Ghost OG has won itself Cup awards and renown among consumers. Its strong citrus smell and crystal-covered buds hint at this strain’s strong genetics and its ability to annihilate pain, insomnia, depression, and anxiety. ",,,,,,0.0,0.017,0.005,0.0,0.007,0.0,0.0,0.139,0.002,0.007,0.041,0.155,0.063,0.0,0.497,1.517,,0.121,0.662,0.0,0.0,,0.68,0.0,21.4,0.0,0.0,0.06,0.0,0.0,0.0,0.48,0.11,0.0,
Ghost-Train-Haze,sativa,4.6,"Uplifted,Happy,Energetic,Euphoric,Focused","Earthy,Citrus,Pine","First bred by Rare Dankness, Ghost Train Haze is a sativa cross between Ghost OG and Neville’s Wreck. Unlike typical sativas, Ghost Train Haze grows dense buds blanketed in white, crystal-capped trichomes. With a sour citrus and floral aroma, Ghost Train Haze delivers a potent dose of THC to knock out pain, depression, and appetite loss, but patients prone to anxiety should steer clear of this heavy-hitter. Low doses are conducive to concentration and creativity, but you may notice some cerebral haziness as you administer more. Ghost Train Haze is a suitable outdoor strain for warm climates and has a 65 to 80 day flowering time indoors.",,,,,,0.055,0.005,0.0,0.006,0.003,0.001,0.004,0.011,0.064,1.367,0.007,0.01,0.089,0.037,0.03,0.23,,0.149,0.286,0.021,0.002,,0.56,0.0,14.95,0.0,0.0,0.06,0.0,0.0,0.0,1.73,0.12,0.0,
Gods-Gift,indica,4.5,"Relaxed,Happy,Euphoric,Sleepy,Hungry","Grape,Earthy,Sweet","A strain that became popular in California dispensaries in 2005, God's Gift contains flavors of grape, citrus, and hash. Its parents are Granddaddy Purple and OG Kush. No matter what your belief system, this strain is a 'gift' with its strong THC content of 18-22%. Its flowering time usually takes approximately 8-9 weeks.",,,,,,0.0,0.003,0.009,0.0,0.0,0.0,0.0,0.03,0.087,0.0,0.056,0.133,0.142,0.0,0.278,0.533,,0.066,0.067,0.0,0.0,,0.95,0.0,15.54,0.0,0.0,0.05,0.0,0.0,0.0,0.42,0.03,0.01,
Godfather-Og,indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Earthy,Pine,Spicy/Herbal","Dubbed “The Don of All OGs,” this strain has quite a name to live up to. A popular medical strain in Southern California, Godfather OG, like many other OG strains, is often recommended for insomnia and pain due to its sedative indica properties. The Don is a result of crossing XXX OG and Alpha OG, and there is a kushy spiciness in its scent coupled with some subtle grape notes. Godfather OG is powerful; with THC levels that have been measured as high as 28%, this strain is an offer you can’t refuse. Godather OG won 1st Place for Best Indica at the 2013 High Times Cannabis Cup in Los Angeles.  ",,,,,,0.0,0.0,0.003,0.006,0.0,0.026,0.0,0.005,0.013,0.0,0.024,0.024,0.002,0.0,0.059,0.5,,0.007,0.005,0.001,0.0,,2.25,0.0,13.02,0.0,0.02,0.05,0.0,0.0,0.0,0.17,0.02,0.04,
Goji-Og,hybrid,4.5,"Happy,Relaxed,Uplifted,Euphoric,Creative","Sweet,Berry,Citrus","Goji OG is a sativa-dominant hybrid bred by Bodhi Seeds crossed between Nepali OG and Snow Lotus. The flavor is as unique as the berry it's named after, offering a dynamic aroma including red berry, black cherry, strawberry, hawaiian punch, and licorice. Indoor or outdoor grows offer high yields with a flowering time of around 9 weeks. ",,,,,,0.0,0.0,0.026,0.0,0.003,0.0,0.0,0.705,0.0,0.019,0.18,0.606,0.044,0.0,1.575,1.975,,0.128,0.619,0.0,0.0,,81.84,0.0,0.0,0.98,0.75,0.0,0.2,0.0,0.0,0.0,2.35,2.62,
Golden-Goat,hybrid,4.5,"Uplifted,Happy,Euphoric,Relaxed,Energetic","Sweet,Citrus,Tropical","Golden Goat was created by accident in Topeka, Kansas, when a male Hawaiian-Romulan pollinated Mr. Dank's Island Sweet Skunk mother. The strain is often light green and pink in color, which is indicative of its Hawaiian sativa side. The scent is described as being a combination of sweet, sour, and spicy, with a tropical fruit flavor. Effects are strong and felt from head to toe, lasting about 1-2 hours. Flowering time is 9-11 weeks, with a golden appearance closer to harvest. This sativa-dominant hybrid has a THC level of up to 23% and a CBD of 1.07%.",,,,,,0.049,0.006,0.006,0.007,0.0,0.07,0.008,0.031,0.112,1.176,0.029,0.117,0.22,0.034,0.316,0.526,,0.208,0.3,0.016,0.0,,0.48,0.0,27.65,0.0,0.0,0.07,0.0,0.0,0.0,0.75,0.1,0.0,
Golden-Lemon,hybrid,4.7,"Uplifted,Relaxed,Euphoric,Tingly,Happy","Lemon,Citrus,Sweet","Golden Lemon by DNA Genetics is citrusy strain with a potent punch. This 60/40 indica-dominant hybrid is a cross between Kosher Kush and Lemon Skunk, and emits a distinctly pungent herbal, citrus aroma that speaks to its parentage. The effects immediately hit the consumer between the eyes, leaving bright, sizzling euphoria in the mind. Golden Lemon melts over the body and shows its sedating indica-dominant side with heavy consumption. Testing in at an average 23% THC, Golden Lemon is suited for seasoned cannabis connoisseurs. ",,,,,,0.03,0.002,0.013,0.003,0.0,0.0,0.0,0.024,0.402,0.826,0.062,0.12,0.056,0.025,0.386,0.282,,0.088,0.211,0.014,0.002,,2.48,0.0,20.94,0.0,0.0,0.07,0.0,0.0,0.0,2.52,0.21,0.05,
